active_pokemon_types,active_pokemon_levitate,active_pokemon_weight,active_pokemon_hp,active_pokemon_attack,active_pokemon_defense,active_pokemon_special_attack,active_pokemon_special_defense,active_pokemon_speed,opponent_pokemon_types,opponent_pokemon_levitate,opponent_pokemon_weight,opponent_pokemon_hp,opponent_pokemon_attack,opponent_pokemon_defense,opponent_pokemon_special_attack,opponent_pokemon_special_defense,opponent_pokemon_speed,entering_pokemon_types,entering_pokemon_levitate,entering_pokemon_weight,entering_pokemon_hp,entering_pokemon_attack,entering_pokemon_defense,entering_pokemon_special_attack,entering_pokemon_special_defense,entering_pokemon_speed,active_attack,active_defense,active_special_attack,active_special_defense,active_speed,opponent_attack,opponent_defense,opponent_special_attack,opponent_special_defense,opponent_speed,move
water;fairy,0,44.0,80,74,74,126,116,60,fire;steel,0,430.0,91,90,106,130,106,77,water,0,10.0,20,10,55,15,20,80,0,0,3,3,0,2,-2,2,-2,4,Sparkling Aria
fire;steel,0,430.0,91,90,106,130,106,77,water;fairy,0,44.0,80,74,74,126,116,60,ghost;fairy,0,0.7,55,90,80,50,105,96,2,-2,2,-2,4,0,0,3,3,0,Switch
ghost;fairy,0,0.7,55,90,80,50,105,96,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,4,-2,2,-2,4,0,0,3,3,0,Swords Dance
water;fairy,0,44.0,80,74,74,126,116,60,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,0,0,3,3,0,4,-2,2,-2,4,Draining Kiss
water;fairy,0,44.0,80,74,74,126,116,60,ghost;fairy,0,0.7,55,90,80,50,105,96,fire;ghost,0,326.5,104,75,100,110,75,66,0,0,3,3,0,4,-2,2,-2,4,Switch
fire;ghost,0,326.5,104,75,100,110,75,66,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,0,0,3,3,0,4,-2,2,-2,4,Will-O-Wisp
ghost;fairy,0,0.7,55,90,80,50,105,96,fire;ghost,0,326.5,104,75,100,110,75,66,water,0,10.0,20,10,55,15,20,80,4,-2,2,-2,4,0,0,3,3,0,Shadow Sneak
fire;ghost,0,326.5,104,75,100,110,75,66,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,0,0,3,3,0,4,-2,2,-2,4,Hex
ghost;fairy,0,0.7,55,90,80,50,105,96,fire;ghost,0,326.5,104,75,100,110,75,66,dragon;psychic,0,40.0,80,80,90,110,130,110,4,-2,2,-2,4,0,0,3,3,0,Switch
dragon;psychic,0,40.0,80,80,90,110,130,110,dragon;psychic,0,40.0,80,80,90,110,130,110,water,0,10.0,20,10,55,15,20,80,4,-2,3,-1,4,0,0,3,3,0,Calm Mind
dragon;psychic,0,40.0,80,80,90,110,130,110,fire;ghost,0,326.5,104,75,100,110,75,66,water,0,10.0,20,10,55,15,20,80,4,-2,3,-1,4,0,0,4,3,0,Psyshock
dragon;psychic,0,40.0,80,80,90,110,130,110,fire;ghost,0,326.5,104,75,100,110,75,66,water,0,10.0,20,10,55,15,20,80,4,-2,3,-1,4,0,0,5,3,0,Dragon Pulse
dragon;psychic,0,40.0,80,80,90,110,130,110,fire;ghost,0,326.5,104,75,100,110,75,66,water,0,10.0,20,10,55,15,20,80,4,-2,3,-1,4,0,0,5,3,0,Dragon Pulse
fire;ghost,0,326.5,104,75,100,110,75,66,dragon;psychic,0,40.0,80,80,90,110,130,110,rock;psychic,0,162.5,90,120,80,68,108,124,0,0,6,3,0,4,-2,3,-1,4,Switch
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,0,0,0,Shell Smash
grass;fairy,0,6.6,60,67,85,77,75,116,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,-1,2,-1,2,Encore
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,4,-2,4,-2,4,0,0,0,0,0,Shell Smash
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,6,-3,6,-3,6,0,0,0,0,0,Shell Smash
grass;fairy,0,6.6,60,67,85,77,75,116,grass;ground,0,310.0,95,109,105,75,85,56,psychic;normal,0,28.0,60,65,55,105,95,95,0,0,0,0,0,6,-3,6,-3,6,U-turn
grass;fairy,0,6.6,60,67,85,77,75,116,grass;ground,0,310.0,95,109,105,75,85,56,grass;fairy,0,6.6,60,67,85,77,75,116,0,0,0,0,0,6,-3,6,-3,6,Switch
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,6,-4,6,-4,6,0,0,0,0,0,Shell Smash
bug;fairy,0,0.5,60,55,60,95,70,124,rock;poison,0,45.0,83,55,90,130,81,86,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Skill Swap
rock;poison,0,45.0,83,55,90,130,81,86,bug;fairy,0,0.5,60,55,60,95,70,124,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Power Gem
bug;fairy,0,0.5,60,55,60,95,70,124,rock;poison,0,45.0,83,55,90,130,81,86,steel;ghost,0,30.0,87,60,95,133,91,84,0,0,0,0,0,0,0,0,0,0,Switch
rock;poison,0,45.0,83,55,90,130,81,86,bug;fairy,0,0.5,60,55,60,95,70,124,bug;fire,0,46.0,85,60,65,135,105,100,0,0,0,0,0,0,0,0,0,0,Switch
steel;ghost,0,30.0,87,60,95,133,91,84,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Psyshock
steel;ghost,0,30.0,87,60,95,133,91,84,bug;fire,0,46.0,85,60,65,135,105,100,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,0,0,0,0,0,Switch
bug;fire,0,46.0,85,60,65,135,105,100,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Flamethrower
ground;fighting,0,320.0,115,131,131,53,53,87,bug;fire,0,46.0,85,60,65,135,105,100,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,0,0,0,0,Switch
bug;fire,0,46.0,85,60,65,135,105,100,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Bug Buzz
bug;fire,0,46.0,85,60,65,135,105,100,electric;dragon,0,480.0,125,73,91,137,89,75,dragon;dark,0,380.0,105,139,71,55,101,119,0,0,0,0,0,0,0,0,0,0,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Earthquake
electric;dragon,0,480.0,125,73,91,137,89,75,dragon;dark,0,380.0,105,139,71,55,101,119,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Dragon Pulse
dragon;dark,0,380.0,105,139,71,55,101,119,electric;dragon,0,480.0,125,73,91,137,89,75,rock;psychic,0,162.5,90,120,80,68,108,124,0,0,0,0,0,0,0,0,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,dragon;dark,0,380.0,105,139,71,55,101,119,steel;ghost,0,30.0,87,60,95,133,91,84,0,0,0,0,0,0,0,0,0,0,Switch
steel;ghost,0,30.0,87,60,95,133,91,84,rock;psychic,0,162.5,90,120,80,68,108,124,water,0,10.0,20,10,55,15,20,80,0,0,-1,0,0,0,0,0,0,0,Make It Rain
rock;psychic,0,162.5,90,120,80,68,108,124,steel;ghost,0,30.0,87,60,95,133,91,84,rock;poison,0,45.0,83,55,90,130,81,86,0,0,0,0,0,0,0,-1,0,0,Switch
rock;poison,0,45.0,83,55,90,130,81,86,steel;ghost,0,30.0,87,60,95,133,91,84,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-1,0,0,Earth Power
steel;ghost,0,30.0,87,60,95,133,91,84,steel;ghost,0,30.0,87,60,95,133,91,84,water,0,10.0,20,10,55,15,20,80,0,0,1,0,0,0,0,0,0,0,Nasty Plot
steel;ghost,0,30.0,87,60,95,133,91,84,steel;ghost,0,30.0,87,60,95,133,91,84,dragon;psychic,0,60.0,80,90,80,130,110,110,0,0,1,0,0,0,0,0,0,0,Switch
steel;ghost,0,30.0,87,60,95,133,91,84,steel;ghost,0,30.0,87,60,95,133,91,84,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,0,1,0,0,Switch
steel;ghost,0,30.0,87,60,95,133,91,84,steel;ghost,0,30.0,87,60,95,133,91,84,dragon;dark,0,380.0,105,139,71,55,101,119,0,0,1,0,0,0,0,0,-2,0,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,psychic;fairy,0,5.1,57,90,95,136,103,29,water,0,10.0,20,10,55,15,20,80,0,0,1,0,0,0,0,0,-2,0,Knock Off
psychic;fairy,0,5.1,57,90,95,136,103,29,dragon;dark,0,380.0,105,139,71,55,101,119,dark;steel,0,120.0,100,135,120,60,85,50,0,0,0,-2,0,0,0,1,0,0,Switch
dragon;dark,0,380.0,105,139,71,55,101,119,dark;steel,0,120.0,100,135,120,60,85,50,water,0,10.0,20,10,55,15,20,80,0,0,1,0,0,0,0,0,-2,0,Earthquake
dragon;dark,0,380.0,105,139,71,55,101,119,dark;steel,0,120.0,100,135,120,60,85,50,bug;fairy,0,0.5,60,55,60,95,70,124,0,0,1,0,0,0,0,0,-2,0,Switch
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,0,0,0,Shell Smash
fire,0,80.4,70,85,140,85,70,20,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,2,-1,2,-1,2,Overheat
fire,0,80.4,70,85,140,85,70,20,grass;ground,0,310.0,95,109,105,75,85,56,grass,0,5.8,75,80,95,90,100,50,0,0,-2,0,0,2,-1,2,-1,2,Switch
grass;ground,0,310.0,95,109,105,75,85,56,fire,0,80.4,70,85,140,85,70,20,water;bug,0,82.0,68,70,92,50,132,42,2,-1,2,-1,2,0,0,-2,0,0,Switch
grass,0,5.8,75,80,95,90,100,50,grass,0,5.8,75,80,95,90,100,50,water,0,10.0,20,10,55,15,20,80,0,0,-1,1,1,2,-1,2,-1,2,Quiver Dance
grass,0,5.8,75,80,95,90,100,50,grass,0,5.8,75,80,95,90,100,50,water,0,10.0,20,10,55,15,20,80,0,0,0,2,2,2,-1,2,-1,2,Quiver Dance
water;bug,0,82.0,68,70,92,50,132,42,grass,0,5.8,75,80,95,90,100,50,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,0,2,2,Leech Life
water;bug,0,82.0,68,70,92,50,132,42,grass,0,5.8,75,80,95,90,100,50,electric;flying,0,52.6,90,90,85,125,90,100,2,-1,2,-1,2,0,0,0,2,2,Switch
grass,0,5.8,75,80,95,90,100,50,electric;flying,0,52.6,90,90,85,125,90,100,water,0,10.0,20,10,55,15,20,80,0,0,0,2,2,2,-1,2,-1,2,Moonblast
electric;flying,0,52.6,90,90,85,125,90,100,grass,0,5.8,75,80,95,90,100,50,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,0,2,2,Hurricane
electric;flying,0,52.6,90,90,85,125,90,100,grass,0,5.8,75,80,95,90,100,50,ghost;fairy,0,0.7,55,90,80,50,105,96,2,-1,2,-1,2,0,0,0,2,2,Switch
grass,0,5.8,75,80,95,90,100,50,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,0,0,0,2,2,2,-1,2,-1,2,Giga Drain
ghost;fairy,0,0.7,55,90,80,50,105,96,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,4,-1,2,-1,2,0,0,0,2,2,Swords Dance
ghost;fairy,0,0.7,55,90,80,50,105,96,ghost;fairy,0,0.7,55,90,80,50,105,96,fire,0,80.4,70,85,140,85,70,20,0,0,0,2,2,4,-1,2,-1,2,Switch
ghost;fairy,0,0.7,55,90,80,50,105,96,ghost;fairy,0,0.7,55,90,80,50,105,96,fire;steel,0,430.0,91,90,106,130,106,77,4,-1,2,-1,2,0,0,-2,2,1,Switch
ghost;fairy,0,0.7,55,90,80,50,105,96,ghost;fairy,0,0.7,55,90,80,50,105,96,water;dragon,0,280.0,99,83,91,125,83,109,0,0,-2,2,1,4,-1,2,-1,2,Switch
fire;steel,0,430.0,91,90,106,130,106,77,water;dragon,0,280.0,99,83,91,125,83,109,water,0,10.0,20,10,55,15,20,80,4,-1,2,-1,2,0,0,-2,2,0,Scorching Sands
fire;steel,0,430.0,91,90,106,130,106,77,water;dragon,0,280.0,99,83,91,125,83,109,dragon;psychic,0,40.0,80,80,90,110,130,110,4,-1,2,-1,2,0,0,-2,2,0,Switch
dragon;psychic,0,40.0,80,80,90,110,130,110,dragon;psychic,0,40.0,80,80,90,110,130,110,water,0,10.0,20,10,55,15,20,80,4,-1,3,0,2,0,0,-2,2,0,Calm Mind
water;dragon,0,280.0,99,83,91,125,83,109,dragon;psychic,0,40.0,80,80,90,110,130,110,water,0,10.0,20,10,55,15,20,80,0,0,-4,2,0,4,-1,3,0,2,Draco Meteor
dragon;psychic,0,40.0,80,80,90,110,130,110,water;dragon,0,280.0,99,83,91,125,83,109,water,0,10.0,20,10,55,15,20,80,4,-1,3,0,2,0,0,-4,2,0,Dragon Pulse
water;dragon,0,280.0,99,83,91,125,83,109,dragon;psychic,0,40.0,80,80,90,110,130,110,fairy;psychic,0,8.0,115,65,99,65,115,111,0,0,-4,2,0,4,-1,3,0,2,Switch
water;flying,0,28.0,60,50,100,95,70,65,normal,0,32.5,85,80,90,105,95,60,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Weather Ball
normal,0,32.5,85,80,90,105,95,60,normal,0,32.5,85,80,90,105,95,60,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Trick Room
normal,0,32.5,85,80,90,105,95,60,water;flying,0,28.0,60,50,100,95,70,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Tri Attack
water;flying,0,28.0,60,50,100,95,70,65,normal,0,32.5,85,80,90,105,95,60,grass;dark,0,31.2,76,110,70,81,70,123,0,0,0,0,0,0,0,0,0,0,U-turn
normal,0,32.5,85,80,90,105,95,60,grass;dark,0,31.2,76,110,70,81,70,123,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Ice Beam
normal,0,32.5,85,80,90,105,95,60,grass;dark,0,31.2,76,110,70,81,70,123,ground;normal,0,290.0,130,140,105,45,80,50,0,0,0,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,normal,0,32.5,85,80,90,105,95,60,flying;steel,0,75.0,98,87,105,53,85,67,0,0,0,0,0,0,0,0,0,0,Switch
ground;normal,0,290.0,130,140,105,45,80,50,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Fire Punch
flying;steel,0,75.0,98,87,105,53,85,67,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,2,0,0,0,0,0,0,0,0,Iron Defense
ground;normal,0,290.0,130,140,105,45,80,50,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,2,0,0,0,Fire Punch
ground;normal,0,290.0,130,140,105,45,80,50,flying;steel,0,75.0,98,87,105,53,85,67,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,0,0,2,0,0,0,Switch
flying;steel,0,75.0,98,87,105,53,85,67,flying;steel,0,75.0,98,87,105,53,85,67,water,0,10.0,20,10,55,15,20,80,0,4,0,0,0,0,0,0,0,0,Iron Defense
electric,0,24.5,65,65,60,110,95,130,grass,0,90.0,100,125,90,60,70,85,bug;steel,0,118.0,70,130,100,55,80,65,0,0,0,0,0,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,grass,0,90.0,100,125,90,60,70,85,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Swords Dance
grass,0,90.0,100,125,90,60,70,85,bug;steel,0,118.0,70,130,100,55,80,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Acrobatics
steel;psychic,0,156.0,90,72,100,122,108,98,normal,0,460.0,160,110,65,65,110,30,steel;flying,0,50.5,65,80,140,40,70,70,0,0,0,0,0,0,0,0,0,0,Volt Switch
steel;flying,0,50.5,65,80,140,40,70,70,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,2,0,0,0,1,1,0,0,-1,Iron Defense
steel;flying,0,50.5,65,80,140,40,70,70,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,4,0,0,0,2,2,0,0,-2,Iron Defense
steel;flying,0,50.5,65,80,140,40,70,70,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,6,0,0,0,3,3,0,0,-3,Iron Defense
normal,0,460.0,160,110,65,65,110,30,normal,0,460.0,160,110,65,65,110,30,water,0,10.0,20,10,55,15,20,80,4,4,0,0,-4,0,6,0,0,0,Curse
steel;flying,0,50.5,65,80,140,40,70,70,normal,0,460.0,160,110,65,65,110,30,water,0,10.0,20,10,55,15,20,80,0,6,0,0,0,4,4,0,0,-4,Body Press
rock;poison,0,45.0,83,55,90,130,81,86,grass;dark,0,31.2,76,110,70,81,70,123,ground;flying,0,42.5,75,95,125,45,75,95,0,0,0,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,ground;flying,0,42.5,75,95,125,45,75,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Flower Trick
ground;flying,0,42.5,75,95,125,45,75,95,ground;flying,0,42.5,75,95,125,45,75,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Protect
grass;dark,0,31.2,76,110,70,81,70,123,ground;flying,0,42.5,75,95,125,45,75,95,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Triple Axel
ground;flying,0,42.5,75,95,125,45,75,95,grass;dark,0,31.2,76,110,70,81,70,123,dark;ice,0,34.0,70,120,65,45,85,125,0,0,0,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,dark;ice,0,34.0,70,120,65,45,85,125,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Flower Trick
grass;dark,0,31.2,76,110,70,81,70,123,dark;ice,0,34.0,70,120,65,45,85,125,dark;steel,0,120.0,100,135,120,60,85,50,0,0,0,0,0,0,0,0,0,0,Switch
dark;ice,0,34.0,70,120,65,45,85,125,dark;steel,0,120.0,100,135,120,60,85,50,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Low Kick
dark;steel,0,120.0,100,135,120,60,85,50,dark;ice,0,34.0,70,120,65,45,85,125,fire,0,33.0,80,116,75,65,75,119,0,0,0,0,0,0,0,0,0,0,Switch
dark;ice,0,34.0,70,120,65,45,85,125,fire,0,33.0,80,116,75,65,75,119,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Knock Off
steel;dragon,0,40.0,70,95,115,120,50,85,water;bug,0,82.0,68,70,92,50,132,42,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Thunder Wave
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,0,0,0,Shell Smash
grass;ground,0,310.0,95,109,105,75,85,56,grass;ground,0,310.0,95,109,105,75,85,56,fire;steel,0,430.0,91,90,106,130,106,77,2,-1,2,-1,2,0,0,-2,0,0,Switch
steel;dragon,0,40.0,70,95,115,120,50,85,fire;steel,0,430.0,91,90,106,130,106,77,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,2,-1,2,-1,2,Thunder Wave
fire;steel,0,430.0,91,90,106,130,106,77,steel;dragon,0,40.0,70,95,115,120,50,85,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,-4,0,0,Magma Storm
fire;steel,0,430.0,91,90,106,130,106,77,steel;dragon,0,40.0,70,95,115,120,50,85,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,0,0,-4,0,0,Scorching Sands
steel;dragon,0,40.0,70,95,115,120,50,85,fire;steel,0,430.0,91,90,106,130,106,77,fairy;flying,0,48.0,74,115,70,135,80,106,0,0,-4,0,0,2,-1,2,-1,2,Switch
fairy;flying,0,48.0,74,115,70,135,80,106,fire;steel,0,430.0,91,90,106,130,106,77,water,0,10.0,20,10,55,15,20,80,1,1,-4,0,0,2,-1,2,-1,2,Superpower
fire;steel,0,430.0,91,90,106,130,106,77,fairy;flying,0,48.0,74,115,70,135,80,106,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,1,1,-4,0,0,Flash Cannon
fairy;flying,0,48.0,74,115,70,135,80,106,fire;steel,0,430.0,91,90,106,130,106,77,water,0,10.0,20,10,55,15,20,80,2,2,-4,0,0,2,-1,2,-1,2,Superpower
fire;steel,0,430.0,91,90,106,130,106,77,fairy;flying,0,48.0,74,115,70,135,80,106,electric;flying,0,52.6,90,90,85,125,90,100,2,-1,2,-1,2,2,2,-4,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,fairy;flying,0,48.0,74,115,70,135,80,106,ghost;fairy,0,0.7,55,90,80,50,105,96,2,-1,2,-1,2,3,2,-3,0,0,Switch
fairy;flying,0,48.0,74,115,70,135,80,106,fire;steel,0,430.0,91,90,106,130,106,77,ground;steel,0,40.4,110,135,60,50,65,88,4,2,-2,0,0,2,-1,2,-1,2,Switch
ground;steel,0,40.4,110,135,60,50,65,88,ghost;fairy,0,0.7,55,90,80,50,105,96,water,0,10.0,20,10,55,15,20,80,4,2,-2,0,0,2,-1,2,-1,2,Earthquake
ground;steel,0,40.4,110,135,60,50,65,88,ghost;fairy,0,0.7,55,90,80,50,105,96,fighting,0,210.0,92,120,115,80,115,138,4,2,-2,0,0,2,-1,2,-1,2,Switch
ghost;fairy,0,0.7,55,90,80,50,105,96,ground;steel,0,40.4,110,135,60,50,65,88,dragon;psychic,0,40.0,80,80,90,110,130,110,2,-1,2,-1,2,4,3,-2,0,-1,Switch
dragon;psychic,0,40.0,80,80,90,110,130,110,fighting,0,210.0,92,120,115,80,115,138,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,4,3,-2,0,-1,Psyshock
dragon;psychic,0,40.0,80,80,90,110,130,110,fighting,0,210.0,92,120,115,80,115,138,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,5,3,-2,0,-1,Psyshock
dragon;psychic,0,40.0,80,80,90,110,130,110,fighting,0,210.0,92,120,115,80,115,138,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,5,3,-2,0,-1,Psyshock
fighting,0,210.0,92,120,115,80,115,138,dragon;psychic,0,40.0,80,80,90,110,130,110,ground;steel,0,40.4,110,135,60,50,65,88,5,3,-2,0,-1,2,-1,2,-1,2,Switch
dragon;psychic,0,40.0,80,80,90,110,130,110,ground;steel,0,40.4,110,135,60,50,65,88,water,0,10.0,20,10,55,15,20,80,2,-1,2,-1,2,5,3,-2,0,-1,Aura Sphere
ground;steel,0,40.4,110,135,60,50,65,88,dragon;psychic,0,40.0,80,80,90,110,130,110,grass,0,63.0,75,75,95,75,95,113,5,3,-2,0,-1,2,-1,2,-1,2,Switch
dragon;psychic,0,40.0,80,80,90,110,130,110,ground;steel,0,40.4,110,135,60,50,65,88,water;bug,0,82.0,68,70,92,50,132,42,2,-1,2,-1,2,5,3,0,0,0,Switch
fairy;flying,0,48.0,74,115,70,135,80,106,grass,0,90.0,100,125,90,60,70,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-1,0,0,Mystical Fire
fairy;flying,0,48.0,74,115,70,135,80,106,grass,0,90.0,100,125,90,60,70,85,fire,0,155.0,90,110,80,100,80,95,0,0,0,0,0,0,0,-1,0,0,Switch
fairy;flying,0,48.0,74,115,70,135,80,106,grass,0,90.0,100,125,90,60,70,85,grass;dark,0,31.2,76,110,70,81,70,123,0,0,0,0,0,0,0,-1,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,fairy;flying,0,48.0,74,115,70,135,80,106,grass,0,90.0,100,125,90,60,70,85,0,0,-1,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,grass,0,90.0,100,125,90,60,70,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-1,0,0,Triple Axel
grass,0,90.0,100,125,90,60,70,85,grass;dark,0,31.2,76,110,70,81,70,123,rock;poison,0,45.0,83,55,90,130,81,86,0,0,-1,0,0,0,0,0,0,0,Switch
grass,0,90.0,100,125,90,60,70,85,grass;dark,0,31.2,76,110,70,81,70,123,fighting;flying,0,21.5,78,92,75,74,63,118,0,0,-1,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,fighting;flying,0,21.5,78,92,75,74,63,118,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-1,0,0,Triple Axel
fighting;flying,0,21.5,78,92,75,74,63,118,grass;dark,0,31.2,76,110,70,81,70,123,dragon;flying,0,210.0,91,134,95,100,100,80,0,0,-1,0,0,0,0,0,0,0,Switch
grass;dark,0,31.2,76,110,70,81,70,123,dragon;flying,0,210.0,91,134,95,100,100,80,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-1,0,0,Triple Axel
dragon;flying,0,210.0,91,134,95,100,100,80,dragon;flying,0,210.0,91,134,95,100,100,80,water,0,10.0,20,10,55,15,20,80,1,0,-1,0,1,0,0,0,0,0,Dragon Dance
dragon;flying,0,210.0,91,134,95,100,100,80,grass;dark,0,31.2,76,110,70,81,70,123,water,0,10.0,20,10,55,15,20,80,1,0,-1,0,1,0,0,0,0,0,Ice Spinner
grass;dark,0,31.2,76,110,70,81,70,123,dragon;flying,0,210.0,91,134,95,100,100,80,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,1,0,-1,0,1,Switch
dragon;flying,0,210.0,91,134,95,100,100,80,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,1,0,-1,0,1,0,0,0,0,0,Extreme Speed
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;flying,0,210.0,91,134,95,100,100,80,water,0,10.0,20,10,55,15,20,80,0,0,0,0,1,1,0,-1,0,1,Rapid Spin
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;flying,0,210.0,91,134,95,100,100,80,fairy;flying,0,48.0,74,115,70,135,80,106,0,0,0,0,1,1,0,-1,0,1,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,dragon;flying,0,210.0,91,134,95,100,100,80,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,0,0,1,1,0,-1,0,1,Switch
dragon;flying,0,210.0,91,134,95,100,100,80,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,1,0,-1,0,1,0,0,0,0,1,Earthquake
